"id_zona","sup_nieve","month"
"ZC1",533.2663929544999,"2008 ene."
"ZC1",43.669200162912645,"2008 feb."
"ZC1",30.846416542180595,"2008 mar."
"ZC1",45.37292665797494,"2008 abr."
"ZC1",72.72222039450133,"2008 oct."
"ZC1",40.35141698831763,"2008 nov."
"ZC1",34.702218609953164,"2008 dic."
"ZC1",32.370803406183704,"2009 ene."
"ZC1",310.5265711789866,"2009 feb."
"ZC1",38.91669993984412,"2009 mar."
"ZC1",183.28510294249165,"2009 abr."
"ZC1",106.25873140256977,"2009 may."
"ZC1",12465.89775492426,"2009 jul."
"ZC1",3628.220075958463,"2009 ago."
"ZC1",1185.345291485713,"2009 sep."
"ZC1",425.75228413451583,"2009 oct."
"ZC1",48.33203057045157,"2009 nov."
"ZC1",39.45471883302169,"2009 dic."
"ZC1",38.55802067772574,"2010 ene."
"ZC1",46.0902851822117,"2010 feb."
"ZC1",50.39443632763224,"2010 mar."
"ZC1",18204.676279002797,"2010 may."
"ZC1",5278.862040227243,"2010 jun."
"ZC1",1893.5574945384524,"2010 jul."
"ZC1",944.5818367887512,"2010 ago."
"ZC1",618.6320573386741,"2010 sep."
"ZC1",580.5223857385964,"2010 oct."
"ZC1",70.65981463732066,"2010 nov."
"ZC1",33.44684119253884,"2010 dic."
"ZC1",25.824906872523286,"2011 ene."
"ZC1",402.34846228129163,"2011 feb."
"ZC1",194.13515062157262,"2011 abr."
"ZC1",7205.866375958234,"2011 may."
"ZC1",13051.979669225693,"2011 ago."
"ZC1",4375.528318582105,"2011 sep."
"ZC1",1648.041539618422,"2011 nov."
"ZC1",38.37868104666655,"2013 abr."
"ZC1",11169.092882735264,"2013 may."
"ZC1",31351.526613058802,"2013 jun."
"ZC1",11303.418266398596,"2013 jul."
"ZC1",6639.601490888844,"2013 ago."
"ZC1",12097.534152728687,"2013 sep."
"ZC1",954.3558466814769,"2013 nov."
"ZC1",126.79311915884696,"2013 dic."
"ZC1",16399.443552760993,"2014 ene."
"ZC1",60.52712548247646,"2014 feb."
"ZC1",481.88558865604216,"2014 mar."
"ZC1",228.20968052281864,"2014 abr."
"ZC1",63.66556902601227,"2014 may."
"ZC1",14396.668222907498,"2014 jun."
"ZC1",5534.421014486587,"2014 jul."
"ZC1",3083.0275975385266,"2014 ago."
"ZC1",3252.5932187049902,"2014 sep."
"ZC1",1045.3707094440156,"2014 oct."
"ZC1",179.69831032130787,"2014 nov."
"ZC1",53.08453079352009,"2014 dic."
"ZC1",38.28901123113696,"2015 ene."
"ZC1",663.6463047345308,"2015 feb."
"ZC1",43.57953034738305,"2015 mar."
"ZC1",17146.30344630699,"2015 abr."
"ZC1",7205.238687249527,"2015 may."
"ZC1",10537.279362513738,"2015 jun."
"ZC1",8822.07513106365,"2015 jul."
"ZC1",8004.286413433746,"2015 ago."
"ZC1",2880.5531540727015,"2015 sep."
"ZC1",4102.663069925548,"2015 oct."
"ZC1",1598.9921505237335,"2015 nov."
"ZC1",489.5971927915873,"2015 dic."
"ZC1",148.13453525489052,"2016 ene."
"ZC1",73.3499091032085,"2016 feb."
"ZC1",77.83339987968824,"2016 mar."
"ZC1",22190.409909477752,"2016 abr."
"ZC1",1076.3067958017257,"2016 may."
"ZC1",2976.499856689368,"2016 jun."
"ZC1",18882.400744775474,"2016 jul."
"ZC1",761.7450829239074,"2016 ago."
"ZC1",376.61322522429793,"2016 sep."
"ZC1",134.8634025565105,"2016 oct."
"ZC1",60.43745566694686,"2016 nov."
"ZC1",55.23660636623037,"2016 dic."
"ZC1",57.74736120105902,"2017 ene."
"ZC1",438.3957281241887,"2017 feb."
"ZC1",651.3615400069763,"2017 mar."
"ZC1",1012.3722173291247,"2017 abr."
"ZC1",293.0409571507156,"2017 may."
"ZC1",28370.274256146364,"2017 jun."
"ZC1",14273.372226554302,"2017 jul."
"ZC1",7401.256903997221,"2017 ago."
"ZC1",3799.13074435787,"2017 sep."
"ZC1",2106.52330642124,"2017 oct."
"ZC1",1023.4912744547945,"2017 nov."
"ZC1",443.3275679783164,"2017 dic."
"ZC1",97.20208003408071,"2018 ene."
"ZC1",487.1761077722883,"2018 feb."
"ZC1",460.45450274446904,"2018 mar."
"ZC1",1415.7070475812418,"2018 abr."
"ZC1",124.91005303272549,"2018 may."
"ZC1",565.0095076519765,"2018 jun."
"ZC1",18375.228268140083,"2018 jul."
