fecha,nieve_original,nieve_transformada,nieve_estacionaria,savi_original,savi_transformada,savi_estacionaria,agua_original,agua_transformada,agua_estacionaria
1990-10-01,4100.832703021309,8.319189153554236,8.319189153554236,,,,,,
1990-11-01,2273.5243286494574,7.72952622321553,7.72952622321553,,,,,,
1990-12-01,737.4135458378024,6.6045040278711395,6.6045040278711395,,,,,,
1991-01-01,414.132809144858,6.028598491070372,6.028598491070372,,,,,,
1991-02-01,282.44396359634715,5.647014444358494,5.647014444358494,,,,,,
1991-03-01,287.4391402399159,5.664484111319931,5.664484111319931,,,,,,
1991-04-01,387.6464488472629,5.962670058486055,5.962670058486055,,,,,,
1991-05-01,4831.318265697414,8.483081603690891,8.483081603690891,,,,,,
1991-06-01,2530.955537301686,7.836747222802492,7.836747222802492,,,,,,
1991-07-01,14652.388942563972,9.592426914830689,9.592426914830689,,,,,,
1991-08-01,8985.561239639987,9.103485544795252,9.103485544795252,,,,,,
1991-09-01,3612.118676331982,8.192326577641673,8.192326577641673,,,,,,
1991-10-01,7514.563888062751,8.924731334377114,8.924731334377114,,,,,,
1991-11-01,1142.2440571065415,7.0416251642797745,7.0416251642797745,,,,,,
1991-12-01,1699.2232760400932,7.4385148602672295,7.4385148602672295,,,,,,
1992-01-01,212.59201604937329,5.364067728341458,5.364067728341458,,,,,,
1992-02-01,1935.0970945699464,7.568429418732843,7.568429418732843,,,,,,
1992-03-01,3234.546608790045,8.08195315983014,8.08195315983014,,,,,,
1992-04-01,5888.724577801257,8.680964514567798,8.680964514567798,,,,,,
1992-05-01,16411.69273475902,9.705810261710967,9.705810261710967,,,,,,
1992-06-01,22424.271949446866,10.0179438139191,10.0179438139191,,,,,,
1992-07-01,27397.19755548265,10.21823250756577,10.21823250756577,,,,,,
1992-08-01,31235.41817838247,10.349339942398883,10.349339942398883,,,,,,
1992-09-01,7816.881884144478,8.964168938045432,8.964168938045432,,,,,,
1992-10-01,4308.344145192889,8.3685410010298,8.3685410010298,,,,,,
1992-11-01,1343.4082359854556,7.203709221974298,7.203709221974298,,,,,,
1992-12-01,836.3640777926593,6.730258955354991,6.730258955354991,,,,,,
1993-01-01,413.9991360803954,6.028276438494545,6.028276438494545,,,,,,
1993-02-01,1093.4286184906548,6.997987696463019,6.997987696463019,,,,,,
1993-03-01,1600.8310302158045,7.37890264779322,7.37890264779322,,,,,,
1993-04-01,2249.6721305081714,7.7189841752594335,7.7189841752594335,,,,,,
1993-05-01,1036.5467940189176,6.944614353756595,6.944614353756595,,,,,,
1993-06-01,11373.049803614642,9.33908970658185,9.33908970658185,,,,,,
1993-07-01,5246.007521943729,8.565413197256055,8.565413197256055,,,,,,
1993-08-01,111530.32012294824,11.622060728401525,11.622060728401525,,,,,,
1993-09-01,55824.078211169006,10.92997847771354,10.92997847771354,,,,,,
1993-10-01,7622.983043034466,8.93905422117554,8.93905422117554,,,,,,
1993-11-01,1143.587089497088,7.042799230422561,7.042799230422561,,,,,,
1993-12-01,538.6594908164831,6.290938368101758,6.290938368101758,,,,,,
1994-01-01,219.17003994296425,5.394400156643806,5.394400156643806,,,,,,
1994-02-01,193.9648104842816,5.272819083224086,5.272819083224086,,,,,,
1994-03-01,115.60483370980438,4.7587907285443105,4.7587907285443105,,,,,,
1994-04-01,108.40731738309348,4.695077774251019,4.695077774251019,,,,,,
1994-05-01,1473.7142616556182,7.296219529096155,7.296219529096155,,,,,,
1994-06-01,1626.0102351968678,7.394499398039366,7.394499398039366,,,,,,
1994-07-01,1574.1532504910429,7.3621078484252855,7.3621078484252855,,,,,,
1994-08-01,3678.2515849549927,8.210464636826217,8.210464636826217,,,,,,
1994-09-01,1801.5034769957945,7.496931798142428,7.496931798142428,,,,,,
1994-10-01,1452.5444422020262,7.281760295521881,7.281760295521881,,,,,,
1994-11-01,369.4873290654395,5.914819244597854,5.914819244597854,,,,,,
1994-12-01,182.33605424187087,5.211320830767571,5.211320830767571,,,,,,
1995-01-01,238.18417564591945,5.4772338645616925,5.4772338645616925,,,,,,
1995-02-01,608.0113024146901,6.4118368265109,6.4118368265109,,,,,,
1995-03-01,721.3482238954065,6.582507327185639,6.582507327185639,,,,,,
1995-04-01,568.9111071126918,6.345480396232876,6.345480396232876,,,,,,
1995-05-01,12138.969007476531,9.40425851168408,9.40425851168408,,,,,,
1995-06-01,4687.813874967558,8.452934924330243,8.452934924330243,,,,,,
1995-07-01,3179.5754905432245,8.064817431269727,8.064817431269727,,,,,,
1995-08-01,1907.4669185116013,7.554055538271156,7.554055538271156,,,,,,
1995-09-01,566.6039293950029,6.341423868086102,6.341423868086102,,,,,,
1995-10-01,4822.261716660028,8.481205682884513,8.481205682884513,,,,,,
1995-11-01,502.3364125144599,6.221258758700545,6.221258758700545,,,,,,
1995-12-01,116.2465168819928,4.764278700121746,4.764278700121746,,,,,,
1996-01-01,50.25933474665112,3.936897742830858,3.936897742830858,,,,,,
1996-02-01,110.07280702773576,4.710185905460166,4.710185905460166,,,,,,
1996-03-01,236.8247882150948,5.471534218584797,5.471534218584797,,,,,,
1996-04-01,272.24421623400315,5.610365960259909,5.610365960259909,,,,,,
1996-05-01,11632.553703712383,9.361648762355518,9.361648762355518,,,,,,
1996-06-01,1062.139634144382,6.968981728270561,6.968981728270561,,,,,,
1996-07-01,17280.31012623224,9.757380856974338,9.757380856974338,,,,,,
1996-08-01,10308.295401350044,9.240801233390478,9.240801233390478,,,,,,
1996-09-01,96430.2829175613,11.476585939549098,11.476585939549098,,,,,,
1996-10-01,10840.768395944817,9.291161397845652,9.291161397845652,,,,,,
1996-11-01,1896.8376747982563,7.548470451170127,7.548470451170127,,,,,,
1996-12-01,427.4565406773384,6.060189310904401,6.060189310904401,,,,,,
1997-01-01,1268.9205897934582,7.146709649776011,7.146709649776011,,,,,,
1997-02-01,1504.276466620083,7.316731859063312,7.316731859063312,,,,,,
1997-03-01,1054.4159209514637,6.961690206087523,6.961690206087523,,,,,,
1997-04-01,1192.4780115756178,7.0846270221283305,7.0846270221283305,,,,,,
1997-05-01,6481.052988672724,8.776792558409321,8.776792558409321,,,,,,
1997-06-01,6606.156021978498,8.795908586398937,8.795908586398937,,,,,,
1997-07-01,11601.043411752413,9.35893651776633,9.35893651776633,,,,,,
1997-08-01,7573.658708494649,8.932563574378358,8.932563574378358,,,,,,
1997-09-01,13305.68837343336,9.496022073026003,9.496022073026003,,,,,,
1997-10-01,7186.468222228255,8.880094263840633,8.880094263840633,,,,,,
1997-11-01,1910.419966165076,7.555601682610459,7.555601682610459,,,,,,
1997-12-01,2603.2252254941445,7.864890491713479,7.864890491713479,,,,,,
1998-01-01,3172.746460930314,8.06266801791163,8.06266801791163,,,,,,
1998-02-01,3386.985692597009,8.127990832798746,8.127990832798746,,,,,,
1998-03-01,456.9533524756538,6.126767328437233,6.126767328437233,,,,,,
1998-04-01,1074.0105156489365,6.98008572251293,6.98008572251293,,,,,,
1998-05-01,8460.77453916689,9.043314187007176,9.043314187007176,,,,,,
1998-06-01,6046.710470539986,8.707435044778945,8.707435044778945,,,,,,
1998-07-01,25828.388298780388,10.159268203996861,10.159268203996861,,,,,,
1998-08-01,5814.312547006306,8.668249811918741,8.668249811918741,,,,,,
1998-09-01,3098.7008377467755,8.039060881863778,8.039060881863778,,,,,,
1998-10-01,2573.721666129298,7.853496716432029,7.853496716432029,,,,,,
1998-11-01,313.047581512206,5.749544507906578,5.749544507906578,,,,,,
1998-12-01,588.3153243320887,6.378961395802535,6.378961395802535,,,,,,
1999-01-01,158.0790676919295,5.069401359698287,5.069401359698287,,,,,,
1999-02-01,273.57923522877144,5.615239872225473,5.615239872225473,,,,,,
1999-03-01,948.546717996436,6.855984731776456,6.855984731776456,,,,,,
1999-04-01,1653.2284675407304,7.411089996359354,7.411089996359354,,,,,,
1999-05-01,340.05908592684426,5.832055734786309,5.832055734786309,,,,,,
1999-06-01,1126.7724238032729,7.027999659755889,7.027999659755889,,,,,,
1999-07-01,99371.8744761627,11.50663446280877,11.50663446280877,,,,,,
1999-08-01,30222.578839966347,10.316377655021597,10.316377655021597,,,,,,
1999-09-01,8681.703231518837,9.069088191372085,9.069088191372085,,,,,,
1999-10-01,7038.385574448196,8.859276168986495,8.859276168986495,,,,,,
1999-11-01,1118.891114417086,7.020986740292582,7.020986740292582,,,,,,
1999-12-01,666.3454063897026,6.503307762536468,6.503307762536468,,,,,,
2000-01-01,416.385674194332,6.034010672526389,6.034010672526389,,,,,,
2000-02-01,439.926455166756,6.08887809321011,6.08887809321011,,,,,,
2000-03-01,324.7849876549916,5.786237616699278,5.786237616699278,,,,,,
2000-04-01,331.42759599193545,5.806422079968306,5.806422079968306,,,,,,
2000-05-01,5846.084349219223,8.673698414139553,8.673698414139553,,,,,,
2000-06-01,117283.95851994064,11.672361795557741,11.672361795557741,,,,,,
2000-07-01,5711.637476824371,8.650436100877759,8.650436100877759,,,,,,
2000-08-01,1941.814309237575,7.571892875709843,7.571892875709843,,,,,,
2000-09-01,2072.2209156583945,7.636858674851578,7.636858674851578,,,,,,
2000-10-01,570.0764302581853,6.347523054040281,6.347523054040281,,,,,,
2000-11-01,260.43961541433225,5.566203340642145,5.566203340642145,,,,,,
2000-12-01,340.84915220473613,5.834369564335479,5.834369564335479,,,,,,
2001-01-01,2662.875269291982,7.887537209727807,7.887537209727807,,,,,,
2001-02-01,919.5447095508508,6.824965570434234,6.824965570434234,,,,,,
2001-03-01,2694.805358164715,7.899452272899462,7.899452272899462,,,,,,
2001-04-01,1869.305058829431,7.533856829607748,7.533856829607748,,,,,,
2001-05-01,13695.68773480659,9.524909311402851,9.524909311402851,,,,,,
2001-06-01,2456.544085505272,7.806917791028381,7.806917791028381,,,,,,
2001-07-01,1247.3575283710206,7.129583988968031,7.129583988968031,,,,,,
2001-08-01,1219.8859952451417,7.107332099763857,7.107332099763857,,,,,,
2001-09-01,2469.496230634568,7.8121743125346175,7.8121743125346175,,,,,,
2001-10-01,1426.9272139218328,7.263979170957509,7.263979170957509,,,,,,
2001-11-01,614.858522374156,6.423017265684463,6.423017265684463,,,,,,
2001-12-01,482.23887785912297,6.180511102529477,6.180511102529477,,,,,,
2002-01-01,233.41784569913204,5.457105188333568,5.457105188333568,,,,,,
2002-02-01,277.7087150782461,5.630167204462738,5.630167204462738,,,,,,
2002-03-01,2743.53440719566,7.917366724692434,7.917366724692434,,,,,,
2002-04-01,473.1929161831537,6.1616142350615934,6.1616142350615934,,,,,,
2002-05-01,38036.80643766196,10.546335850371579,10.546335850371579,,,,,,
2002-06-01,27661.93518483932,10.227848716177334,10.227848716177334,,,,,,
2002-07-01,111527.92305497284,11.622039235840221,11.622039235840221,,,,,,
2002-08-01,41101.19814937735,10.623816882007384,10.623816882007384,,,,,,
2002-09-01,14581.364357357224,9.587568156843213,9.587568156843213,,,,,,
2002-10-01,6339.871030456963,8.754771424502017,8.754771424502017,,,,,,
2002-11-01,33736.11776645661,10.426353927627595,10.426353927627595,,,,,,
2002-12-01,3007.291980553867,8.009127748362216,8.009127748362216,,,,,,
2003-01-01,2415.0622479330323,7.789894323595741,7.789894323595741,,,,,,
2003-02-01,1652.093807917869,7.410403846312352,7.410403846312352,,,,,,
2003-03-01,1728.8475169364722,7.455788543108073,7.455788543108073,,,,,,
2003-04-01,1667.9205180413142,7.419932300024142,7.419932300024142,,,,,,
